ocel_event_id;ocel_IoT_object_id;ocel_qualifier
trs_entrytr50;rfidXHJQMP;RFID tag read at entrance
trs_entrytr65;rfidBOLLBD;RFID tag read at entrance
trs_entrytr130;rfidHFDOEW;RFID tag read at entrance
trs_entrytr173;rfidYHOBVP;RFID tag read at entrance
determine_continuanceSilo99;null;Temperature sensor for determining the pickup continuation
determine_continuanceSilo99;null;Humidity sensor for determining the pickup continuation
determine_continuanceSilo99;null;1st grain temperature sensor for determining the pickup continuation
determine_continuanceSilo99;null;2nd grain temperature sensor for determining the pickup continuation
determine_continuanceSilo99;null;3rd grain temperature sensor for determining the pickup continuation
determine_continuanceSilo99;null;Temperature sensor for determining the pickup continuation
determine_continuanceSilo99;null;Humidity sensor for determining the pickup continuation
determine_continuanceSilo99;null;1st grain temperature sensor for determining the pickup continuation
determine_continuanceSilo99;null;2nd grain temperature sensor for determining the pickup continuation
determine_continuanceSilo99;null;3rd grain temperature sensor for determining the pickup continuation
weigh_empty_trucktr65;WS08;Weight sensor for empty truck weighing
weigh_empty_trucktr207;WS03;Weight sensor for empty truck weighing
weigh_empty_trucktr50;WS04;Weight sensor for empty truck weighing
check_abnormalitytr82;rfidMBUOCF;RFID tag read at empty truck weighing
check_abnormalitytr203;rfidWPKNVY;RFID tag read at empty truck weighing
check_abnormalitytr234;rfidKRNRJI;RFID tag read at empty truck weighing
weigh_empty_trucktr173;WS17;Weight sensor for empty truck weighing
weigh_empty_trucktr130;WS19;Weight sensor for empty truck weighing
check_abnormalitytr139;rfidVIQCKH;RFID tag read at empty truck weighing
check_abnormalitytr50;rfidXHJQMP;RFID tag read at empty truck weighing
check_abnormalitytr207;rfidNOXYLL;RFID tag read at empty truck weighing
check_abnormalitytr65;rfidBOLLBD;RFID tag read at empty truck weighing
check_abnormalitytr173;rfidYHOBVP;RFID tag read at empty truck weighing
check_abnormalitytr130;rfidHFDOEW;RFID tag read at empty truck weighing
trs_entrytr35;rfidRKNCAM;RFID tag read at entrance
trs_entrytr74;rfidPLAFTZ;RFID tag read at entrance
trs_entrytr269;rfidTOMZOJ;RFID tag read at entrance
trs_entrytr252;rfidSEYGNY;RFID tag read at entrance
trs_entrytr290;rfidWDUJNT;RFID tag read at entrance
trs_entrytr85;rfidQJTJOW;RFID tag read at entrance
trs_entrytr99;rfidODQOSH;RFID tag read at entrance
trs_entrytr16;rfidAXNYXJ;RFID tag read at entrance
trs_entrytr106;rfidNQXUSW;RFID tag read at entrance
weigh_empty_trucktr74;WS20;Weight sensor for empty truck weighing
weigh_empty_trucktr35;WS03;Weight sensor for empty truck weighing
weigh_empty_trucktr269;WS01;Weight sensor for empty truck weighing
weigh_empty_trucktr252;WS14;Weight sensor for empty truck weighing
weigh_empty_trucktr290;WS15;Weight sensor for empty truck weighing
weigh_empty_trucktr85;WS02;Weight sensor for empty truck weighing
weigh_empty_trucktr16;WS10;Weight sensor for empty truck weighing
weigh_empty_trucktr99;WS11;Weight sensor for empty truck weighing
weigh_empty_trucktr106;WS18;Weight sensor for empty truck weighing
determine_continuanceSilo11;null;Temperature sensor for determining the pickup continuation
determine_continuanceSilo11;null;Humidity sensor for determining the pickup continuation
determine_continuanceSilo11;null;1st grain temperature sensor for determining the pickup continuation
determine_continuanceSilo11;null;2nd grain temperature sensor for determining the pickup continuation
determine_continuanceSilo11;null;3rd grain temperature sensor for determining the pickup continuation
determine_continuanceSilo11;null;Temperature sensor for determining the pickup continuation
determine_continuanceSilo11;null;Humidity sensor for determining the pickup continuation
determine_continuanceSilo11;null;1st grain temperature sensor for determining the pickup continuation
determine_continuanceSilo11;null;2nd grain temperature sensor for determining the pickup continuation
determine_continuanceSilo11;null;3rd grain temperature sensor for determining the pickup continuation
determine_continuanceSilo11;null;Temperature sensor for determining the pickup continuation
determine_continuanceSilo11;null;Humidity sensor for determining the pickup continuation
determine_continuanceSilo11;null;1st grain temperature sensor for determining the pickup continuation
determine_continuanceSilo11;null;2nd grain temperature sensor for determining the pickup continuation
determine_continuanceSilo11;null;3rd grain temperature sensor for determining the pickup continuation
weigh_loaded_trucktr277;WS05;Weight sensor for loaded truck weighing
weigh_loaded_trucktr134;WS17;Weight sensor for loaded truck weighing
check_abnormalitytr74;rfidPLAFTZ;RFID tag read at empty truck weighing
check_abnormalitytr35;rfidRKNCAM;RFID tag read at empty truck weighing
check_abnormalitytr269;rfidTOMZOJ;RFID tag read at empty truck weighing
check_abnormalitytr85;rfidQJTJOW;RFID tag read at empty truck weighing
check_abnormalitytr290;rfidWDUJNT;RFID tag read at empty truck weighing
check_abnormalitytr252;rfidSEYGNY;RFID tag read at empty truck weighing
determine_continuanceSilo63;null;Temperature sensor for determining the pickup continuation
determine_continuanceSilo63;null;Humidity sensor for determining the pickup continuation
determine_continuanceSilo63;null;1st grain temperature sensor for determining the pickup continuation
determine_continuanceSilo63;null;2nd grain temperature sensor for determining the pickup continuation
determine_continuanceSilo63;null;3rd grain temperature sensor for determining the pickup continuation
determine_continuanceSilo63;null;Temperature sensor for determining the pickup continuation
determine_continuanceSilo63;null;Humidity sensor for determining the pickup continuation
determine_continuanceSilo63;null;1st grain temperature sensor for determining the pickup continuation
determine_continuanceSilo63;null;2nd grain temperature sensor for determining the pickup continuation
determine_continuanceSilo63;null;3rd grain temperature sensor for determining the pickup continuation
trs_entrytr30;rfidIKTZIL;RFID tag read at entrance
trs_entrytr1;rfidOVIAHI;RFID tag read at entrance
trs_entrytr3;rfidBYEGQE;RFID tag read at entrance
check_abnormalitytr99;rfidODQOSH;RFID tag read at empty truck weighing
check_abnormalitytr16;rfidAXNYXJ;RFID tag read at empty truck weighing
check_abnormalitytr106;rfidNQXUSW;RFID tag read at empty truck weighing
trs_entrytr141;rfidEIJMGR;RFID tag read at entrance
trs_entrytr266;rfidSCTJPD;RFID tag read at entrance
trs_entrytr206;rfidSFXPWE;RFID tag read at entrance
weigh_empty_trucktr30;WS05;Weight sensor for empty truck weighing
weigh_empty_trucktr3;WS19;Weight sensor for empty truck weighing
weigh_empty_trucktr1;WS12;Weight sensor for empty truck weighing
weigh_empty_trucktr141;WS06;Weight sensor for empty truck weighing
weigh_empty_trucktr266;WS20;Weight sensor for empty truck weighing
weigh_empty_trucktr206;WS04;Weight sensor for empty truck weighing
weigh_loaded_trucktr234;WS15;Weight sensor for loaded truck weighing
weigh_loaded_trucktr82;WS13;Weight sensor for loaded truck weighing
check_abnormalitytr3;rfidBYEGQE;RFID tag read at empty truck weighing
check_abnormalitytr1;rfidOVIAHI;RFID tag read at empty truck weighing
check_abnormalitytr30;rfidIKTZIL;RFID tag read at empty truck weighing
check_abnormalitytr266;rfidSCTJPD;RFID tag read at empty truck weighing
check_abnormalitytr141;rfidEIJMGR;RFID tag read at empty truck weighing
check_abnormalitytr206;rfidSFXPWE;RFID tag read at empty truck weighing
trs_entrytr276;rfidIXJGGY;RFID tag read at entrance
trs_entrytr122;rfidWMLKOZ;RFID tag read at entrance
trs_entrytr90;rfidNLNOFF;RFID tag read at entrance
trs_entrytr153;rfidHVWVPG;RFID tag read at entrance
trs_entrytr188;rfidJJEISZ;RFID tag read at entrance
trs_entrytr233;rfidTWGSVO;RFID tag read at entrance
determine_continuanceSilo88;null;Temperature sensor for determining the pickup continuation
determine_continuanceSilo88;null;Humidity sensor for determining the pickup continuation
determine_continuanceSilo88;null;1st grain temperature sensor for determining the pickup continuation
determine_continuanceSilo88;null;2nd grain temperature sensor for determining the pickup continuation
determine_continuanceSilo88;null;3rd grain temperature sensor for determining the pickup continuation
determine_continuanceSilo79;null;Temperature sensor for determining the pickup continuation
determine_continuanceSilo79;null;Humidity sensor for determining the pickup continuation
determine_continuanceSilo79;null;1st grain temperature sensor for determining the pickup continuation
determine_continuanceSilo79;null;2nd grain temperature sensor for determining the pickup continuation
determine_continuanceSilo79;null;3rd grain temperature sensor for determining the pickup continuation
trs_entrytr19;rfidKCPTBW;RFID tag read at entrance
determine_continuanceSilo88;null;Temperature sensor for determining the pickup continuation
determine_continuanceSilo88;null;Humidity sensor for determining the pickup continuation
determine_continuanceSilo88;null;1st grain temperature sensor for determining the pickup continuation
determine_continuanceSilo88;null;2nd grain temperature sensor for determining the pickup continuation
determine_continuanceSilo88;null;3rd grain temperature sensor for determining the pickup continuation
trs_entrytr100;rfidRHTOJK;RFID tag read at entrance
trs_entrytr265;rfidXUWYNW;RFID tag read at entrance
trs_entrytr274;rfidSPNUSJ;RFID tag read at entrance
weigh_loaded_trucktr139;WS02;Weight sensor for loaded truck weighing
weigh_empty_trucktr153;WS08;Weight sensor for empty truck weighing
weigh_empty_trucktr90;WS13;Weight sensor for empty truck weighing
weigh_empty_trucktr276;WS04;Weight sensor for empty truck weighing
weigh_empty_trucktr122;WS20;Weight sensor for empty truck weighing
weigh_empty_trucktr233;WS18;Weight sensor for empty truck weighing
weigh_empty_trucktr188;WS07;Weight sensor for empty truck weighing
weigh_empty_trucktr19;WS10;Weight sensor for empty truck weighing
weigh_empty_trucktr265;WS02;Weight sensor for empty truck weighing
weigh_empty_trucktr274;WS15;Weight sensor for empty truck weighing
weigh_empty_trucktr100;WS06;Weight sensor for empty truck weighing
trs_entrytr28;rfidDHIQDG;RFID tag read at entrance
trs_entrytr208;rfidVTHCTF;RFID tag read at entrance
trs_entrytr72;rfidQGODSH;RFID tag read at entrance
trs_entrytr243;rfidOZSERV;RFID tag read at entrance
trs_entrytr245;rfidMZGBMS;RFID tag read at entrance
trs_entrytr120;rfidDDEFGA;RFID tag read at entrance
trs_entrytr159;rfidVXXDQB;RFID tag read at entrance
trs_entrytr9;rfidQSFIGD;RFID tag read at entrance
trs_entrytr296;rfidMNUIQX;RFID tag read at entrance
trs_entrytr258;rfidCGHWUJ;RFID tag read at entrance
trs_entrytr157;rfidVPWUWT;RFID tag read at entrance
weigh_loaded_trucktr65;WS11;Weight sensor for loaded truck weighing
weigh_loaded_trucktr207;WS05;Weight sensor for loaded truck weighing
weigh_empty_trucktr28;WS14;Weight sensor for empty truck weighing
check_abnormalitytr276;rfidIXJGGY;RFID tag read at empty truck weighing
check_abnormalitytr122;rfidWMLKOZ;RFID tag read at empty truck weighing
check_abnormalitytr90;rfidNLNOFF;RFID tag read at empty truck weighing
check_abnormalitytr153;rfidHVWVPG;RFID tag read at empty truck weighing
weigh_empty_trucktr243;WS12;Weight sensor for empty truck weighing
weigh_empty_trucktr208;WS17;Weight sensor for empty truck weighing
weigh_empty_trucktr72;WS11;Weight sensor for empty truck weighing
check_abnormalitytr233;rfidTWGSVO;RFID tag read at empty truck weighing
check_abnormalitytr188;rfidJJEISZ;RFID tag read at empty truck weighing
weigh_empty_trucktr120;WS16;Weight sensor for empty truck weighing
weigh_empty_trucktr245;WS09;Weight sensor for empty truck weighing
weigh_empty_trucktr159;WS03;Weight sensor for empty truck weighing
check_abnormalitytr19;rfidKCPTBW;RFID tag read at empty truck weighing
determine_continuanceSilo59;null;Temperature sensor for determining the pickup continuation
determine_continuanceSilo59;null;Humidity sensor for determining the pickup continuation
determine_continuanceSilo59;null;1st grain temperature sensor for determining the pickup continuation
determine_continuanceSilo59;null;2nd grain temperature sensor for determining the pickup continuation
determine_continuanceSilo59;null;3rd grain temperature sensor for determining the pickup continuation
check_abnormalitytr100;rfidRHTOJK;RFID tag read at empty truck weighing
check_abnormalitytr265;rfidXUWYNW;RFID tag read at empty truck weighing
check_abnormalitytr274;rfidSPNUSJ;RFID tag read at empty truck weighing
weigh_empty_trucktr9;WS19;Weight sensor for empty truck weighing
weigh_empty_trucktr157;WS05;Weight sensor for empty truck weighing
weigh_empty_trucktr296;WS01;Weight sensor for empty truck weighing
weigh_empty_trucktr258;WS04;Weight sensor for empty truck weighing
check_abnormalitytr28;rfidDHIQDG;RFID tag read at empty truck weighing
check_abnormalitytr72;rfidQGODSH;RFID tag read at empty truck weighing
check_abnormalitytr208;rfidVTHCTF;RFID tag read at empty truck weighing
check_abnormalitytr243;rfidOZSERV;RFID tag read at empty truck weighing
check_abnormalitytr159;rfidVXXDQB;RFID tag read at empty truck weighing
check_abnormalitytr120;rfidDDEFGA;RFID tag read at empty truck weighing
check_abnormalitytr245;rfidMZGBMS;RFID tag read at empty truck weighing
weigh_loaded_trucktr106;WS06;Weight sensor for loaded truck weighing
weigh_loaded_trucktr74;WS15;Weight sensor for loaded truck weighing
weigh_loaded_trucktr85;WS18;Weight sensor for loaded truck weighing
check_abnormalitytr9;rfidQSFIGD;RFID tag read at empty truck weighing
check_abnormalitytr296;rfidMNUIQX;RFID tag read at empty truck weighing
check_abnormalitytr157;rfidVPWUWT;RFID tag read at empty truck weighing
check_abnormalitytr258;rfidCGHWUJ;RFID tag read at empty truck weighing
determine_continuanceSilo6;null;Temperature sensor for determining the pickup continuation
determine_continuanceSilo6;null;Humidity sensor for determining the pickup continuation
determine_continuanceSilo6;null;1st grain temperature sensor for determining the pickup continuation
determine_continuanceSilo6;null;2nd grain temperature sensor for determining the pickup continuation
determine_continuanceSilo6;null;3rd grain temperature sensor for determining the pickup continuation
determine_continuanceSilo6;null;Temperature sensor for determining the pickup continuation
determine_continuanceSilo6;null;Humidity sensor for determining the pickup continuation
determine_continuanceSilo6;null;1st grain temperature sensor for determining the pickup continuation
determine_continuanceSilo6;null;2nd grain temperature sensor for determining the pickup continuation
determine_continuanceSilo6;null;3rd grain temperature sensor for determining the pickup continuation
determine_continuanceSilo84;null;Temperature sensor for determining the pickup continuation
determine_continuanceSilo84;null;Humidity sensor for determining the pickup continuation
determine_continuanceSilo84;null;1st grain temperature sensor for determining the pickup continuation
determine_continuanceSilo84;null;2nd grain temperature sensor for determining the pickup continuation
determine_continuanceSilo84;null;3rd grain temperature sensor for determining the pickup continuation
determine_continuanceSilo84;null;Temperature sensor for determining the pickup continuation
determine_continuanceSilo84;null;Humidity sensor for determining the pickup continuation
determine_continuanceSilo84;null;1st grain temperature sensor for determining the pickup continuation
determine_continuanceSilo84;null;2nd grain temperature sensor for determining the pickup continuation
determine_continuanceSilo84;null;3rd grain temperature sensor for determining the pickup continuation
determine_continuanceSilo41;null;Temperature sensor for determining the pickup continuation
determine_continuanceSilo41;null;Humidity sensor for determining the pickup continuation
determine_continuanceSilo41;null;1st grain temperature sensor for determining the pickup continuation
determine_continuanceSilo41;null;2nd grain temperature sensor for determining the pickup continuation
determine_continuanceSilo41;null;3rd grain temperature sensor for determining the pickup continuation
determine_continuanceSilo41;null;Temperature sensor for determining the pickup continuation
determine_continuanceSilo41;null;Humidity sensor for determining the pickup continuation
determine_continuanceSilo41;null;1st grain temperature sensor for determining the pickup continuation
determine_continuanceSilo41;null;2nd grain temperature sensor for determining the pickup continuation
determine_continuanceSilo41;null;3rd grain temperature sensor for determining the pickup continuation
determine_continuanceSilo63;null;Temperature sensor for determining the pickup continuation
determine_continuanceSilo63;null;Humidity sensor for determining the pickup continuation
determine_continuanceSilo63;null;1st grain temperature sensor for determining the pickup continuation
determine_continuanceSilo63;null;2nd grain temperature sensor for determining the pickup continuation
determine_continuanceSilo63;null;3rd grain temperature sensor for determining the pickup continuation
weigh_loaded_trucktr266;WS05;Weight sensor for loaded truck weighing
weigh_loaded_trucktr188;WS02;Weight sensor for loaded truck weighing
weigh_loaded_trucktr19;WS13;Weight sensor for loaded truck weighing
weigh_loaded_trucktr265;WS02;Weight sensor for loaded truck weighing
weigh_loaded_trucktr120;WS11;Weight sensor for loaded truck weighing
weigh_loaded_trucktr245;WS04;Weight sensor for loaded truck weighing
weigh_loaded_trucktr90;WS07;Weight sensor for loaded truck weighing
weigh_loaded_trucktr258;WS01;Weight sensor for loaded truck weighing
trs_entrytr146;rfidPONHCN;RFID tag read at entrance
trs_entrytr31;rfidDMKBSU;RFID tag read at entrance
weigh_empty_trucktr31;WS03;Weight sensor for empty truck weighing
weigh_empty_trucktr146;WS14;Weight sensor for empty truck weighing
trs_entrytr105;rfidOHXGLU;RFID tag read at entrance
trs_entrytr36;rfidNIHVCQ;RFID tag read at entrance
weigh_empty_trucktr105;WS06;Weight sensor for empty truck weighing
weigh_empty_trucktr36;WS17;Weight sensor for empty truck weighing
check_abnormalitytr31;rfidDMKBSU;RFID tag read at empty truck weighing
check_abnormalitytr146;rfidPONHCN;RFID tag read at empty truck weighing
check_abnormalitytr105;rfidOHXGLU;RFID tag read at empty truck weighing
check_abnormalitytr36;rfidNIHVCQ;RFID tag read at empty truck weighing
determine_continuanceSilo33;null;Temperature sensor for determining the pickup continuation
determine_continuanceSilo33;null;Humidity sensor for determining the pickup continuation
determine_continuanceSilo33;null;1st grain temperature sensor for determining the pickup continuation
determine_continuanceSilo33;null;2nd grain temperature sensor for determining the pickup continuation
determine_continuanceSilo33;null;3rd grain temperature sensor for determining the pickup continuation
weigh_loaded_trucktr146;WS20;Weight sensor for loaded truck weighing
trs_entrytr148;rfidGCPOIY;RFID tag read at entrance
trs_entrytr27;rfidSMORTC;RFID tag read at entrance
trs_entrytr143;rfidSMBPDH;RFID tag read at entrance
trs_entrytr118;rfidKBMTUM;RFID tag read at entrance
trs_entrytr158;rfidGEOLCF;RFID tag read at entrance
weigh_empty_trucktr148;WS07;Weight sensor for empty truck weighing
weigh_empty_trucktr27;WS04;Weight sensor for empty truck weighing
weigh_empty_trucktr118;WS01;Weight sensor for empty truck weighing
weigh_empty_trucktr143;WS15;Weight sensor for empty truck weighing
weigh_empty_trucktr158;WS17;Weight sensor for empty truck weighing
check_abnormalitytr148;rfidGCPOIY;RFID tag read at empty truck weighing
check_abnormalitytr143;rfidSMBPDH;RFID tag read at empty truck weighing
check_abnormalitytr118;rfidKBMTUM;RFID tag read at empty truck weighing
check_abnormalitytr158;rfidGEOLCF;RFID tag read at empty truck weighing
check_abnormalitytr27;rfidSMORTC;RFID tag read at empty truck weighing
determine_continuanceSilo88;null;Temperature sensor for determining the pickup continuation
determine_continuanceSilo88;null;Humidity sensor for determining the pickup continuation
determine_continuanceSilo88;null;1st grain temperature sensor for determining the pickup continuation
determine_continuanceSilo88;null;2nd grain temperature sensor for determining the pickup continuation
determine_continuanceSilo88;null;3rd grain temperature sensor for determining the pickup continuation
determine_continuanceSilo88;null;Temperature sensor for determining the pickup continuation
determine_continuanceSilo88;null;Humidity sensor for determining the pickup continuation
determine_continuanceSilo88;null;1st grain temperature sensor for determining the pickup continuation
determine_continuanceSilo88;null;2nd grain temperature sensor for determining the pickup continuation
determine_continuanceSilo88;null;3rd grain temperature sensor for determining the pickup continuation
trs_entrytr254;rfidIDVLXY;RFID tag read at entrance
trs_entrytr7;rfidHIGHNM;RFID tag read at entrance
trs_entrytr219;rfidXIRHWR;RFID tag read at entrance
trs_entrytr135;rfidQYBWVO;RFID tag read at entrance
trs_entrytr197;rfidTGBPNQ;RFID tag read at entrance
trs_entrytr53;rfidYBGQMZ;RFID tag read at entrance
weigh_empty_trucktr254;WS08;Weight sensor for empty truck weighing
weigh_empty_trucktr135;WS06;Weight sensor for empty truck weighing
weigh_empty_trucktr219;WS04;Weight sensor for empty truck weighing
weigh_empty_trucktr7;WS16;Weight sensor for empty truck weighing
weigh_empty_trucktr197;WS17;Weight sensor for empty truck weighing
weigh_empty_trucktr53;WS10;Weight sensor for empty truck weighing
weigh_loaded_trucktr27;WS18;Weight sensor for loaded truck weighing
weigh_loaded_trucktr143;WS02;Weight sensor for loaded truck weighing
check_abnormalitytr254;rfidIDVLXY;RFID tag read at empty truck weighing
check_abnormalitytr219;rfidXIRHWR;RFID tag read at empty truck weighing
check_abnormalitytr7;rfidHIGHNM;RFID tag read at empty truck weighing
check_abnormalitytr135;rfidQYBWVO;RFID tag read at empty truck weighing
check_abnormalitytr53;rfidYBGQMZ;RFID tag read at empty truck weighing
check_abnormalitytr197;rfidTGBPNQ;RFID tag read at empty truck weighing
determine_continuanceSilo56;null;Temperature sensor for determining the pickup continuation
determine_continuanceSilo56;null;Humidity sensor for determining the pickup continuation
determine_continuanceSilo56;null;1st grain temperature sensor for determining the pickup continuation
determine_continuanceSilo56;null;2nd grain temperature sensor for determining the pickup continuation
determine_continuanceSilo56;null;3rd grain temperature sensor for determining the pickup continuation
determine_continuanceSilo56;null;Temperature sensor for determining the pickup continuation
determine_continuanceSilo56;null;Humidity sensor for determining the pickup continuation
determine_continuanceSilo56;null;1st grain temperature sensor for determining the pickup continuation
determine_continuanceSilo56;null;2nd grain temperature sensor for determining the pickup continuation
determine_continuanceSilo56;null;3rd grain temperature sensor for determining the pickup continuation
determine_continuanceSilo56;null;Temperature sensor for determining the pickup continuation
determine_continuanceSilo56;null;Humidity sensor for determining the pickup continuation
determine_continuanceSilo56;null;1st grain temperature sensor for determining the pickup continuation
determine_continuanceSilo56;null;2nd grain temperature sensor for determining the pickup continuation
determine_continuanceSilo56;null;3rd grain temperature sensor for determining the pickup continuation
determine_continuanceSilo56;null;Temperature sensor for determining the pickup continuation
determine_continuanceSilo56;null;Humidity sensor for determining the pickup continuation
determine_continuanceSilo56;null;1st grain temperature sensor for determining the pickup continuation
determine_continuanceSilo56;null;2nd grain temperature sensor for determining the pickup continuation
determine_continuanceSilo56;null;3rd grain temperature sensor for determining the pickup continuation
trs_entrytr300;rfidUBUEBR;RFID tag read at entrance
trs_entrytr58;rfidRDPLSQ;RFID tag read at entrance
trs_entrytr201;rfidCWWWSK;RFID tag read at entrance
trs_entrytr209;rfidWVONFY;RFID tag read at entrance
trs_entrytr44;rfidVDFQQU;RFID tag read at entrance
weigh_empty_trucktr300;WS17;Weight sensor for empty truck weighing
weigh_empty_trucktr209;WS10;Weight sensor for empty truck weighing
weigh_empty_trucktr58;WS14;Weight sensor for empty truck weighing
weigh_empty_trucktr201;WS19;Weight sensor for empty truck weighing
weigh_empty_trucktr44;WS02;Weight sensor for empty truck weighing
check_abnormalitytr201;rfidCWWWSK;RFID tag read at empty truck weighing
check_abnormalitytr300;rfidUBUEBR;RFID tag read at empty truck weighing
check_abnormalitytr209;rfidWVONFY;RFID tag read at empty truck weighing
check_abnormalitytr58;rfidRDPLSQ;RFID tag read at empty truck weighing
trs_entrytr76;rfidNTHFIF;RFID tag read at entrance
check_abnormalitytr44;rfidVDFQQU;RFID tag read at empty truck weighing
trs_entrytr215;rfidLKVIOZ;RFID tag read at entrance
trs_entrytr34;rfidPUUHRV;RFID tag read at entrance
weigh_loaded_trucktr254;WS09;Weight sensor for loaded truck weighing
weigh_loaded_trucktr219;WS08;Weight sensor for loaded truck weighing
weigh_loaded_trucktr135;WS16;Weight sensor for loaded truck weighing
weigh_loaded_trucktr7;WS12;Weight sensor for loaded truck weighing
weigh_empty_trucktr76;WS19;Weight sensor for empty truck weighing
weigh_empty_trucktr34;WS03;Weight sensor for empty truck weighing
weigh_empty_trucktr215;WS04;Weight sensor for empty truck weighing
check_abnormalitytr76;rfidNTHFIF;RFID tag read at empty truck weighing
check_abnormalitytr34;rfidPUUHRV;RFID tag read at empty truck weighing
check_abnormalitytr215;rfidLKVIOZ;RFID tag read at empty truck weighing
trs_entrytr38;rfidTJVWNF;RFID tag read at entrance
trs_entrytr265;rfidXUWYNW;RFID tag read at entrance
trs_entrytr43;rfidNFOPJQ;RFID tag read at entrance
trs_entrytr277;rfidCDWDYC;RFID tag read at entrance
trs_entrytr1;rfidOVIAHI;RFID tag read at entrance
weigh_empty_trucktr38;WS20;Weight sensor for empty truck weighing
weigh_empty_trucktr265;WS04;Weight sensor for empty truck weighing
determine_continuanceSilo96;null;Temperature sensor for determining the pickup continuation
determine_continuanceSilo96;null;Humidity sensor for determining the pickup continuation
determine_continuanceSilo96;null;1st grain temperature sensor for determining the pickup continuation
determine_continuanceSilo96;null;2nd grain temperature sensor for determining the pickup continuation
determine_continuanceSilo96;null;3rd grain temperature sensor for determining the pickup continuation
determine_continuanceSilo96;null;Temperature sensor for determining the pickup continuation
determine_continuanceSilo96;null;Humidity sensor for determining the pickup continuation
determine_continuanceSilo96;null;1st grain temperature sensor for determining the pickup continuation
determine_continuanceSilo96;null;2nd grain temperature sensor for determining the pickup continuation
determine_continuanceSilo96;null;3rd grain temperature sensor for determining the pickup continuation
weigh_empty_trucktr1;WS15;Weight sensor for empty truck weighing
weigh_empty_trucktr277;WS17;Weight sensor for empty truck weighing
weigh_empty_trucktr43;WS11;Weight sensor for empty truck weighing
check_abnormalitytr38;rfidTJVWNF;RFID tag read at empty truck weighing
check_abnormalitytr265;rfidXUWYNW;RFID tag read at empty truck weighing
check_abnormalitytr1;rfidOVIAHI;RFID tag read at empty truck weighing
check_abnormalitytr43;rfidNFOPJQ;RFID tag read at empty truck weighing
check_abnormalitytr277;rfidCDWDYC;RFID tag read at empty truck weighing
trs_entrytr227;rfidJLYBGO;RFID tag read at entrance
trs_entrytr165;rfidXRFTXI;RFID tag read at entrance
trs_entrytr256;rfidHHRLAJ;RFID tag read at entrance
trs_entrytr147;rfidSRMWJX;RFID tag read at entrance
weigh_loaded_trucktr34;WS15;Weight sensor for loaded truck weighing
determine_continuanceSilo6;null;Temperature sensor for determining the pickup continuation
determine_continuanceSilo6;null;Humidity sensor for determining the pickup continuation
determine_continuanceSilo6;null;1st grain temperature sensor for determining the pickup continuation
determine_continuanceSilo6;null;2nd grain temperature sensor for determining the pickup continuation
determine_continuanceSilo6;null;3rd grain temperature sensor for determining the pickup continuation
weigh_loaded_trucktr76;WS20;Weight sensor for loaded truck weighing
weigh_empty_trucktr227;WS17;Weight sensor for empty truck weighing
trs_entrytr292;rfidMLTRXK;RFID tag read at entrance
trs_entrytr252;rfidSEYGNY;RFID tag read at entrance
trs_entrytr169;rfidXURWNZ;RFID tag read at entrance
weigh_empty_trucktr256;WS18;Weight sensor for empty truck weighing
weigh_empty_trucktr147;WS01;Weight sensor for empty truck weighing
weigh_empty_trucktr165;WS02;Weight sensor for empty truck weighing
determine_continuanceSilo6;null;Temperature sensor for determining the pickup continuation
determine_continuanceSilo6;null;Humidity sensor for determining the pickup continuation
determine_continuanceSilo6;null;1st grain temperature sensor for determining the pickup continuation
determine_continuanceSilo6;null;2nd grain temperature sensor for determining the pickup continuation
determine_continuanceSilo6;null;3rd grain temperature sensor for determining the pickup continuation
determine_continuanceSilo6;null;Temperature sensor for determining the pickup continuation
determine_continuanceSilo6;null;Humidity sensor for determining the pickup continuation
determine_continuanceSilo6;null;1st grain temperature sensor for determining the pickup continuation
determine_continuanceSilo6;null;2nd grain temperature sensor for determining the pickup continuation
determine_continuanceSilo6;null;3rd grain temperature sensor for determining the pickup continuation
trs_entrytr124;rfidYUBNGH;RFID tag read at entrance
weigh_empty_trucktr292;WS20;Weight sensor for empty truck weighing
weigh_empty_trucktr252;WS16;Weight sensor for empty truck weighing
weigh_empty_trucktr169;WS09;Weight sensor for empty truck weighing
trs_entrytr229;rfidUWRFIF;RFID tag read at entrance
trs_entrytr196;rfidIBHWHZ;RFID tag read at entrance
trs_entrytr254;rfidIDVLXY;RFID tag read at entrance
check_abnormalitytr227;rfidJLYBGO;RFID tag read at empty truck weighing
check_abnormalitytr147;rfidSRMWJX;RFID tag read at empty truck weighing
check_abnormalitytr256;rfidHHRLAJ;RFID tag read at empty truck weighing
check_abnormalitytr165;rfidXRFTXI;RFID tag read at empty truck weighing
weigh_empty_trucktr124;WS06;Weight sensor for empty truck weighing
weigh_empty_trucktr254;WS12;Weight sensor for empty truck weighing
weigh_empty_trucktr196;WS08;Weight sensor for empty truck weighing
weigh_empty_trucktr229;WS04;Weight sensor for empty truck weighing
check_abnormalitytr292;rfidMLTRXK;RFID tag read at empty truck weighing
check_abnormalitytr252;rfidSEYGNY;RFID tag read at empty truck weighing
check_abnormalitytr169;rfidXURWNZ;RFID tag read at empty truck weighing
weigh_loaded_trucktr265;WS10;Weight sensor for loaded truck weighing
check_abnormalitytr124;rfidYUBNGH;RFID tag read at empty truck weighing
